ask,0.0017627602427099753
ago,0.0017564163213305674
near,0.0017409748597103916
charged,0.0017214745108465302
fast,0.001710732718454776
boys,0.0017092363531773136
rule,0.0017048094406896135
story,0.0016995806417256347
million,0.0016905468560108224
fighting,0.001677462044866638
didn,0.0016601987933658941
leaders,0.0016289112304667007
months,0.0016115554300580037
happen,0.0015931896417136376
world,0.001590236243308893
night,0.0015895979506333762
heard,0.0015851320105442087
killed,0.00158303722133967
love,0.0015758249389265491
babies,0.0015676773732444878
tough,0.0015662622459680726
true,0.0015597071960812832
later,0.0015561428926980504
food,0.001549314881219952
friend,0.0015468587353466507
watch,0.0015465410415352028
checked,0.0015448306721100665
judge,0.0015448282482396045
break,0.0015440654021297957
leader,0.0015323347636184135
sell,0.0015250610556752577
taken,0.0015199536218132733
felt,0.001519765218561178
build,0.0015182125409961354
thing,0.0015108777173134926
works,0.001506703024115637
planes,0.0015032242234804417
crime,0.0014939239371451237
scary,0.0014894538760932127
taking,0.001484370134213027
fights,0.0014653915580704507
bigger,0.0014608499148186422
strong,0.0014598274229984244
gets,0.0014513593142021248
trip,0.0014501723752709133
moved,0.0014494950567415924
little,0.0014484595465311767
proof,0.0014339412163524648
york,0.001433506727423952
follow,0.0014318352817579427
stayed,0.0014276937054341218
decide,0.0014198907671473388
missing,0.001419060799743617
spend,0.0014172155029642595
likes,0.0014047845659317796
sure,0.001381943836932931
family,0.0013771402204670238
names,0.0013735296173831672
room,0.00136981611616686
join,0.0013684419682650198
surgery,0.001367278863072627
biggest,0.0013559427977663308
buildings,0.0013470463198299583
questions,0.0013417464227044702
grew,0.0013316261780715974
page,0.0013250890707654061
women,0.001323137313257462
phones,0.0013164605615003057
knew,0.0013133900968362393
london,0.001310791207023574
ones,0.0013071026625288747
playing,0.0013065139857955427
15,0.0013052550543312157
countries,0.001304260302941895
stars,0.0013021207122285547
tells,0.0013007123903354956
case,0.0013001774848577057
500,0.0012980844667188777
seen,0.0012923897442438772
plays,0.0012919194905047903
needs,0.0012913780017846817
race,0.0012869614467172594
ad,0.001286934940410441
strange,0.0012857626654496157
18,0.0012839144789753834
worth,0.0012822099569628907
horse,0.001281261155947132
ads,0.001280024501910144
lets,0.0012799558043778082
experts,0.0012799348338119322
mistake,0.0012779754001339713
sleep,0.0012665600733476994
loves,0.0012639727677250011
inside,0.0012540934849908584
agree,0.0012538545903416174
fixed,0.0012490528667846858
feet,0.001248537079160076
drink,0.0012466156388509673
bombs,0.0012386194769793556
2012,0.0012299935978072967
smart,0.0012292996468166526
hotel,0.0012256738838615654
25,0.0012230862125245374
movies,0.0012186569891984077
star,0.0012156060868464087
truck,0.0012074648847418662
calm,0.001197587701943789
fair,0.0011954055587779628
player,0.00119476064079976
sadly,0.001194315497592034
watched,0.001192870521784703
word,0.0011927094587792708
ready,0.0011888728681343959
bright,0.0011881413019872622
gives,0.0011780359553040308
walking,0.0011769604845424165
weeks,0.001172729669463606
art,0.001172008643576101
quit,0.001171659273374033
album,0.0011705383141595188
spent,0.0011655753744115652
happens,0.0011596239115315196
bus,0.0011482326934524807
andrew,0.0011443264851563667
anymore,0.0011412315629871154
pick,0.0011410519978533459
bosses,0.0011353650494250762
skin,0.0011351662975638752
tricked,0.0011286920975706002
scored,0.0011271534586417367
tries,0.001117552765978
worker,0.0011077439314235498
ways,0.0011045861988370563
girlfriend,0.0010995872087113253
tiny,0.001097597529188664
tall,0.0010965963098240388
trial,0.0010939137074615515
silly,0.0010934795441313772
sign,0.0010929700109785652
john,0.0010923040292581117
kicked,0.0010915526026583238
stole,0.0010877371310247757
america,0.0010865505333889395
lights,0.001074913724700533
gay,0.0010708822184033583
store,0.0010647179361537127
kill,0.001064080075819063
australia,0.0010619782070274383
built,0.0010615886435370613
europe,0.001060825249896175
loved,0.0010555577475506927
drove,0.0010495225255121611
wore,0.0010492342961201705
cold,0.0010450095587400629
lots,0.0010415449623016456
land,0.001039763754477901
church,0.0010372275391004185
sun,0.001030516413905208
christmas,0.0010232779319131993
worry,0.0010220887835703674
drunk,0.0010189869386954971
close,0.0010188146572837943
meeting,0.001018441636284459
rude,0.0010179206570049973
white,0.0010174418589683609
tools,0.001013211173206002
20,0.0010112861424562782
tests,0.001004935952114411
giving,0.0010041458253216822
killing,0.0009996048874164776
wood,0.0009985404716256246
lessons,0.0009972863231412683
important,0.0009943665947561016
days,0.0009930704561293062
train,0.0009886850353012502
families,0.0009874134541260108
week,0.0009870366623861851
building,0.0009860921224951863
spoke,0.000985992692618529
worse,0.0009825567114245736
teacher,0.0009756510513190813
son,0.0009734946860499773
transcript,0.0009733923024823043
cards,0.0009697551323162481
stories,0.0009689728918299567
pregnant,0.000967366911686578
rain,0.0009671912260988807
rooms,0.0009658610167397261
choice,0.0009585580683235972
asking,0.0009585260091327533
free,0.0009581142854788759
castle,0.0009519748012729661
needed,0.0009492741990962795
gift,0.0009400221056159619
houses,0.0009361748341213036
chance,0.0009291145243784265
florida,0.0009260685159765895
life,0.0009236272335827241
island,0.0009231546190933979
heart,0.0009205358865430539
threw,0.0009132263022420572
uk,0.0009118509644243399
shown,0.0009110939747295816
lose,0.0009082995701262574
hopes,0.0009023311175613937
fly,0.0009003059343026574
hid,0.0008970246112346911
learned,0.0008951762475841877
100,0.000892734778915466
trips,0.000891700653764896
lives,0.0008911354585513999
picked,0.0008847443335099886
beat,0.0008834237452785775
france,0.0008807343832614892
drive,0.0008797265849879645
crashed,0.0008791285047863119
bring,0.000875702770177605
water,0.0008747393101957825
trick,0.0008709532322407766
flew,0.0008697493363574989
lee,0.000867812772197058
farm,0.0008647916539265794
apple,0.0008629402880051061
builders,0.0008588391514634738
caused,0.0008562620151041141
58,0.0008538468598903489
met,0.0008536671092034514
tape,0.0008530995123269777
shop,0.0008510504907858067
england,0.0008490356224154041
50,0.0008439295384720753
sale,0.0008436248910012909
sickness,0.000842461979691492
suing,0.0008394678113111828
surprised,0.0008392463046599934
neighbors,0.0008388007822593721
bedrooms,0.0008338322166953516
hide,0.0008313957273669108
fox,0.0008267750104159785
punished,0.0008261830643973897
ball,0.0008261718990859263
dog,0.0008228456979206648
expert,0.0008200153421794418
medicine,0.0008188735916937365
divorce,0.0008180487217736464
suit,0.0008178557673084632
wear,0.0008146292791819229
dead,0.000813634879944129
cuts,0.0008072868622322631
wins,0.000806202912657818
careful,0.0008058903316156729
making,0.000805726197108701
choices,0.0008049382618966516
paper,0.0008038199115600381
coming,0.0008000941902748645
kept,0.0007990404294514711
different,0.0007988505542542378
black,0.0007934508132997778
writer,0.0007920034298401688
armstrong,0.0007918497804570024
broken,0.000790836828395862
soccer,0.0007856324115502553
shirts,0.0007836411041999647
happening,0.0007824105762192354
teach,0.0007798109372700828
snow,0.0007785618436164669
ride,0.0007711756119719396
brother,0.0007696734814692779
health,0.0007674096810297527
choose,0.000767069503181309
clear,0.0007642027558452144
2011,0.0007613239071154446
photos,0.0007610401295777285
march,0.0007606694021503888
gorilla,0.0007585651155976227
camera,0.0007581751587346502
grow,0.0007577186433719419
easy,0.0007570488564464793
write,0.0007562596174146747
married,0.0007559547888722473
takes,0.0007531780677093893
cool,0.000748941009014069
prince,0.0007425991150393925
watching,0.0007412312326560664
lewis,0.0007353681021108744
space,0.0007330264047094889
born,0.0007323058209087118
treated,0.0007318644726589064
hear,0.0007302854840405862
model,0.0007302082417779039
breathe,0.0007254102393752357
knows,0.0007231294003486104
breathing,0.0007224539746852816
checks,0.0007207018617663157
window,0.0007177562540716656
yes,0.0007176590735294052
checking,0.0007097889436246575
13,0.000708774421974709
penn,0.0007078138590201006
north,0.0007038910290814147
china,0.0007038227580717449
keeps,0.0007037204353698171
brave,0.0007019336434436666
loud,0.0007007455987101485
prison,0.0007005250600955679
2010,0.0006999239597296986
waiting,0.0006973058610941016
ends,0.0006972101070429728
august,0.0006971508371385539
catch,0.0006951801832169452
drinking,0.0006942935738268136
planets,0.0006942527055613107
harder,0.00069089935348282
town,0.0006893579112735562
air,0.0006877965031082327
saved,0.00068733531896521
half,0.000686234490967929
speaks,0.0006849047944425153
cut,0.0006825769036887163
57,0.0006818081541826206
27,0.0006795070606512633
permission,0.0006789085308476771
schools,0.0006750903745795253
seven,0.0006726461377601061
99,0.0006719426061743245
anna,0.0006715107228215337
smaller,0.0006714132998496864
floods,0.0006694253972453403
jon,0.0006683813923842163
read,0.0006660611436945999
hall,0.0006645490355675708
cosby,0.0006636216441473835
card,0.0006629174361581656
shared,0.0006618546071368563
rare,0.0006610613505462795
sugar,0.0006599752485453319
probation,0.0006599167136505
oil,0.0006598173574162481
keane,0.0006587695565917568
britain,0.0006568616914051115
phone,0.0006565980937398251
glasses,0.0006564794410377795
online,0.000655210524401166
tips,0.0006542264956752664
robot,0.0006533957964005271
touched,0.0006533856084857477
having,0.0006528646075866979
mary,0.0006519462439379138
ben,0.0006451900934572743
agreed,0.0006437513072912979
microsoft,0.0006437164330573854
scores,0.0006434065336004507
wind,0.000643203114846699
instead,0.0006423305877881406
raise,0.000642314986412933
bike,0.0006418762227138182
driving,0.0006403323483973827
blood,0.0006379354419173402
thinking,0.0006378129662951121
shares,0.0006377044467436774
angry,0.000637172035621199
driver,0.0006367259190545405
faster,0.0006363759096762681
japan,0.0006346850167606205
hampshire,0.0006344797882458179
die,0.0006303655127069133
bills,0.0006284602753148112
fall,0.0006283701434628988
dark,0.0006282357716684257
list,0.0006261039660269746
facts,0.0006260165953976747
green,0.0006260092399112771
scott,0.0006246593212807702
2001,0.000623354990905646
30,0.0006229932883598686
sea,0.000622667479093653
mind,0.0006224199227895452
map,0.0006209629749097974
storm,0.000620418861210907
bathroom,0.0006185299974857201
pretty,0.0006172886437172464
helping,0.0006168581763340477
busy,0.0006148541483698971
cup,0.0006127913097573488
row,0.0006106645970763689
soldiers,0.0006106307342926861
machines,0.0006098265832249495
studied,0.0006086760310942608
wait,0.0006060177061590433
monday,0.0006040621258812827
rid,0.0006022739523850127
dinner,0.0006010029583941026
toy,0.0006006114489003765
band,0.0006002208605143526
900,0.0005995471387049923
daughter,0.000596346275921227
miami,0.0005943482365425074
walls,0.0005939145504674872
july,0.0005929238259789547
leah,0.0005919963057556775
healthy,0.0005919878291364623
beach,0.0005918645190336007
brothers,0.000588958046326126
numbers,0.0005876369973958752
morning,0.0005862792015386186
pushed,0.0005860348434368501
crimes,0.0005852836585255462
council,0.0005851965342620765
poor,0.0005814079557296708
kate,0.0005807543766829035
grown,0.0005793738228375786
pope,0.0005754253289636883
smith,0.0005746156098751203
2013,0.0005744513358243745
jerry,0.0005729457092895122
books,0.0005686346122077144
searched,0.0005680297426518535
stealing,0.0005677671138154261
taxes,0.000566976169980211
55,0.0005665866665925967
17,0.0005662090266507595
flying,0.0005661772622188827
coffee,0.0005637129127521122
drinks,0.000563181199874507
teams,0.0005622575395574315
kong,0.0005586713895486106
owns,0.0005580206505133539
2007,0.0005576074108644073
shoot,0.0005554211354533679
anne,0.0005550245505188075
pool,0.0005540595140079778
sit,0.0005530166622915422
month,0.0005529616565371188
weather,0.0005527177439097221
cream,0.0005522757323709769
starts,0.0005507857101141936
belong,0.0005496189639654931
canada,0.0005488149734016836
somerset,0.0005482534036085567
cases,0.0005472213855700141
gingrich,0.0005457296183400141
roads,0.0005452416595609572
stones,0.0005437467078898799
soft,0.0005437309566736598
ideas,0.0005433650588754457
dangerous,0.0005425103569228899
hiding,0.0005423866235269746
2005,0.0005419512124473377
masks,0.0005403290243693994
square,0.00053993814226894
finish,0.000539603213634464
singer,0.000537273847543165
breaking,0.000536540586542604
gym,0.0005363773614433007
38,0.000533670425540181
85,0.0005336374686921773
surrey,0.0005323746153952738
brazil,0.000530712067249978
dr,0.0005284367467654706
remember,0.000527980467419606
super,0.000527053600514949
eric,0.0005257291588541483
van,0.000523975590262899
jean,0.000523261457482524
songs,0.0005226863783142984
sister,0.0005198330167096363
zoo,0.0005151212743423583
wild,0.0005141088506944428
teens,0.000513903290321156
joke,0.0005114808709056402
hong,0.0005110095728370911
fish,0.0005101049442632145
main,0.0005096503804840845
hitting,0.0005082730661587563
parked,0.0005076069524236087
campbell,0.0005069883530576697
unfair,0.0005067605602363652
beautiful,0.0005055966919563988
yorkshire,0.0005037615722479061
ice,0.0005031123625834756
71,0.0005029830929143771
51,0.0005020751458874618
pants,0.0005017073498957188
closed,0.0005014590538897904
turner,0.0005014040670416606
smoke,0.000500349950579876
uses,0.0004992989408709938
ford,0.0004975402013109957
42,0.0004964174297593509
pietersen,0.0004952493442022617
teen,0.0004941705566339526
parking,0.0004939038872840052
chase,0.0004933094086809419
fought,0.0004929700797401616
teachers,0.000492477849042678
floors,0.0004921160241596811
lisa,0.0004920506497846974
danger,0.0004916356033909462
protect,0.0004890712128773502
dirty,0.0004889782546731939
starting,0.0004889615492667805
amber,0.0004883244253145502
3d,0.00048820945958384296
worst,0.00048625459323523284
texts,0.00048608762550757885
fans,0.00048544745725817096
app,0.000484107239568809
hole,0.0004827500164972181
insurance,0.0004815888314825688
breasts,0.0004792552249540408
scientist,0.00047579241666338446
solar,0.0004754510403554565
ship,0.000471009603420471
pennsylvania,0.000470699211617024
uncle,0.0004703803305415701
station,0.00046987949597536286
52,0.00046901483801592967
elvis,0.00046816846304923376
sleeping,0.0004681336387335155
tian,0.0004679289260769053
walked,0.0004631369505887504
timothy,0.0004630964515846322
underwear,0.00046156692064288545
earn,0.00046066299621095404
sperm,0.0004586666846790625
mayor,0.00045852562460875794
36,0.0004550799000184175
neighbor,0.00045495222197486937
tallest,0.0004536616340400757
judges,0.0004533733630158063
meant,0.0004528684782369273
jets,0.0004528183758549621
buses,0.00045180176953732996
killer,0.0004507408529325996
12,0.0004501959800074008
husband,0.00044842878003559326
rory,0.00044814356072469825
tsa,0.0004479551402075628
chose,0.0004443184453000406
63,0.00044264783555917334
scenes,0.00044189442348228523
singapore,0.0004402364522131584
fine,0.00043825917246522036
sandusky,0.00043722401508662216
kent,0.00043716386802701487
extra,0.00043643059140425296
buying,0.0004358829678298774
bulger,0.00043567747290248777
fit,0.0004345666494316832
acted,0.000433577280580505
listen,0.00043247918125762235
shape,0.0004316987516355405
plates,0.0004304663971103674
holmes,0.000429445361454187
laws,0.0004278412443520631
acting,0.0004277912856452436
alive,0.00042706143956215735
calls,0.00042589284421120505
android,0.00042569361973309806
stronger,0.00042514686123343743
1960s,0.0004236106109363134
gates,0.0004218065687730952
stuck,0.0004214675043098891
rock,0.00042061991834083676
maps,0.00042022469164268206
shops,0.0004192851567927537
diego,0.00041850757830646536
rob,0.00041847392022168725
throw,0.00041811935527143824
dry,0.0004170546785180331
gene,0.00041669024551589955
boat,0.00041653799245004524
student,0.0004159460505408479
2008,0.00041330063540550807
road,0.00041256602674596987
harvey,0.0004119941414494105
guest,0.0004110540859038284
howard,0.00041084662756830367
trains,0.0004093880735935916
sterling,0.0004093429019448131
bottle,0.00040732312907520795
40,0.00040681751065407726
bedroom,0.00040675856784355756
chef,0.00040532321610071493
28,0.0004043566084879612
apps,0.00040412676293374736
flowers,0.00040403085861858746
companies,0.00040371285760372857
east,0.00040324140763977646
groups,0.00040071660570698713
lucky,0.0003994617843026879
poll,0.00039876477500139663
knife,0.00039867873839381215
1991,0.0003945308575321473
nurse,0.00039426800883848374
written,0.00039342693949638276
scotland,0.00039243716762178867
2003,0.00039205255836912453
divorced,0.00039160073343750634
collins,0.00039036171254160074
easier,0.0003903378579168507
desert,0.0003894146010577636
2002,0.00038891557790614876
flu,0.00038884204125268484
plus,0.00038864833308785424
bo,0.0003881145713226981
files,0.00038782245148017834
warm,0.0003874830574385211
plants,0.00038722945680723657
jersey,0.0003871804235569031
bayern,0.00038677706370459925
cancer,0.00038628635144974475
ceo,0.0003859524398224445
ships,0.0003850169892171468
kitchen,0.0003849775898334676
walk,0.00038484664899362967
70,0.00038403271587828837
earth,0.0003836538252453307
sir,0.00038338203252906325
roof,0.00038255692201831043
64,0.000381796507020944
meet,0.00038072848504261967
hope,0.0003799228943929143
flat,0.00037938098355257106
airport,0.00037805708021297624
jumped,0.00037742565647224736
brian,0.0003773954049176065
trees,0.00037603453045942224
coins,0.0003752833753338723
liam,0.0003743828669158785
puts,0.0003736104583244402
head,0.00037354572554155726
fired,0.0003734603124927982
edwards,0.00037236562517041906
hands,0.0003704776704031359
berlin,0.00036896613421099684
normal,0.0003684883252061784
bottles,0.0003683519434590744
san,0.000367321602320356
village,0.00036681904755752443
chris,0.00036668770307956536
charlie,0.00036649070028823227
usually,0.0003630138715579551
2006,0.0003618399024124863
selling,0.00036180353593911747
la,0.00036107542119568747
fat,0.00036055299599644806
send,0.0003603618990149941
neil,0.00036027472171413507
company,0.0003587482498478385
ticket,0.0003580339553199787
jury,0.000357710705378956
crack,0.0003574424526629413
paying,0.00035694837965920083
sex,0.0003568810265115541
blackpool,0.00035671109325667165
gaal,0.0003564158109935954
videos,0.0003558800849474108
buyers,0.00035545815186952326
excited,0.0003549415111175665
clean,0.0003540591420196739
jokes,0.00035303544107438185
stores,0.0003528615091474696
300,0.00035256449315219083
dylan,0.0003522935269624443
press,0.00035052705317906326
bond,0.00035011363556562735
farms,0.0003498707998501744
owners,0.00034835197387930185
bag,0.00034834660575668876
cook,0.00034788274858402147
fined,0.0003478431423099572
liquid,0.00034768638335217503
queen,0.00034687420327057013
pass,0.00034677431129848953
fines,0.00034629845311078954
1970s,0.00034621187142463674
solve,0.0003457978766174205
restaurants,0.00034518057569314945
glass,0.00034499260373429
cheating,0.0003447806062588407
pacquiao,0.00034467979503743484
shots,0.0003442738038097433
ash,0.0003437476122341108
shooting,0.0003435680144053153
norman,0.00034257360398206
drones,0.0003421779806957721
donald,0.0003415635160265374
beer,0.0003408201871428721
wishes,0.00034081070545512074
cause,0.000340770661066637
hunters,0.00034035244245619965
frank,0.0003403090852608545
floyd,0.00033957171776778677
peter,0.00033910956375634584
mix,0.00033874202021531337
bones,0.00033869738366286173
answers,0.00033844617196874074
deer,0.00033758374252549256
ex,0.0003372072750273238
marry,0.000336772575671338
laptop,0.0003366433864257957
mr,0.00033607103731287183
colorado,0.00033456357970874484
utah,0.00033442305142300163
balls,0.00033403840305717015
putting,0.00033050442743073395
spread,0.0003304823643385258
68,0.0003302556506187746
rodriguez,0.0003291872131773154
woods,0.00032721311639920985
carter,0.0003270665863108474
engineers,0.0003264071760445262
scientists,0.00032538564568109895
tired,0.00032513743731223804
salt,0.0003244758753157352
duke,0.0003240990968264496
pipeline,0.0003235082502547063
add,0.0003234321488457576
richard,0.0003230852423828311
red,0.0003226198151994545
neck,0.0003225399125426772
button,0.00032179378663556454
paintings,0.0003215144271389918
miracle,0.00032035937214274174
stress,0.00031960990501856567
ambulance,0.0003178358782329846
truth,0.00031752372830388487
barbara,0.000317185739091474
sean,0.0003158274193583663
terrible,0.00031552450376329255
valley,0.0003135592758554873
fuel,0.0003133130764319205
older,0.00031328766926382403
commonwealth,0.00031240994594529034
tool,0.00031196064181753945
costa,0.0003111673361628453
vacation,0.00030953272169437814
tim,0.0003090965466851776
samsung,0.00030900222862138203
waves,0.00030885723793342985
mitchell,0.00030879863855560015
painted,0.0003087850824204945
theresa,0.00030809893328936173
emma,0.0003079956914717656
weighs,0.0003079858634928352
vincent,0.00030758456630715017
98,0.00030755499233098304
moves,0.0003051967462685147
marc,0.00030419229293365515
plastic,0.0003034410461599311
rent,0.0003030719121652745
eyes,0.00030292712157020966
june,0.0003027893381024418
line,0.0003026714964817442
machine,0.00030246779930145744
mosque,0.0003023233997183514
nhs,0.0003021762677537475
garner,0.00030111635593086153
sheriff,0.0003008213637482284
murray,0.00030011331513852657
far,0.00029948894023780915
heroin,0.0002990855861924592
wars,0.00029871345092968567
bags,0.0002986311747997988
spots,0.0002985433035957678
bathrooms,0.00029812038827518265
guards,0.00029796339139041356
nicole,0.00029594933696853646
lucas,0.0002957021481009341
toys,0.00029544590555761937
fund,0.0002953753616144703
arsenal,0.00029525564048441823
quiet,0.0002949782456668293
banned,0.0002942770767579906
spot,0.0002940873471687876
body,0.0002929330540235027
taught,0.00029274939307529646
reid,0.00029274130156116147
bed,0.00029178571780486993
bob,0.00029103078979191585
baghdad,0.00029092202831470593
bristol,0.00028883199988156326
